3.243243243243243423e-01,1.698841698841698777e-01,1.428571428571428492e-01,1.158301158301158346e-01,1.312741312741312616e-01
4.555984555984555762e-01,2.162162162162162282e-01,2.316602316602316483e-02,1.853281853281853186e-01,3.474903474903474898e-02
4.131274131274131345e-01,8.880308880308880604e-02,2.239382239382239348e-01,6.949806949806949796e-02,1.544401544401544368e-01
4.749034749034748981e-01,5.405405405405405705e-02,2.355212355212355224e-01,8.880308880308880604e-02,8.108108108108108558e-02
6.988416988416988884e-01,9.266409266409265932e-02,3.861003861003861094e-03,6.177606177606177751e-02,1.544401544401544438e-02
4.671814671814671915e-01,4.633204633204632966e-02,3.436293436293436088e-01,4.247104247104246944e-02,3.474903474903474898e-02
5.714285714285713969e-01,1.196911196911196879e-01,3.861003861003860921e-02,1.274131274131274083e-01,5.019305019305018989e-02
3.706563706563706373e-01,2.162162162162162282e-01,9.652509652509652649e-02,1.505791505791505835e-01,1.312741312741312616e-01
3.397683397683397555e-01,1.853281853281853186e-01,6.563706563706563080e-02,6.949806949806949796e-02,1.969111969111969063e-01
3.552123552123552241e-01,2.509652509652509633e-01,1.119691119691119674e-01,1.235521235521235550e-01,7.335907335907336513e-02
4.517374517374517229e-01,1.505791505791505835e-01,1.158301158301158346e-01,1.351351351351351426e-01,3.088803088803088875e-02
4.980694980694980734e-01,8.880308880308880604e-02,3.474903474903474898e-02,2.162162162162162282e-01,1.081081081081081141e-01
4.710424710424710448e-01,2.007722007722007596e-01,3.088803088803088875e-02,2.200772200772200815e-01,3.088803088803088875e-02
2.741312741312741386e-01,2.123552123552123472e-01,3.861003861003860921e-02,3.861003861003861060e-01,2.702702702702702853e-02
4.054054054054054279e-01,2.779922779922779918e-01,1.544401544401544438e-02,2.007722007722007596e-01,1.158301158301158242e-02
6.100386100386100408e-01,1.737451737451737588e-01,6.563706563706563080e-02,5.019305019305018989e-02,6.563706563706563080e-02
4.092664092664092812e-01,1.969111969111969063e-01,7.722007722007722189e-03,1.389961389961389959e-01,4.247104247104246944e-02
6.023166023166023342e-01,9.266409266409265932e-02,8.494208494208493887e-02,7.335907335907336513e-02,4.247104247104246944e-02
4.131274131274131345e-01,2.548262548262548166e-01,3.088803088803088875e-02,1.312741312741312616e-01,6.949806949806949796e-02
4.092664092664092812e-01,3.281853281853281956e-01,3.088803088803088875e-02,1.969111969111969063e-01,1.158301158301158242e-02
6.332046332046331605e-01,1.042471042471042469e-01,1.235521235521235550e-01,6.949806949806949796e-02,5.019305019305018989e-02
4.324324324324324564e-01,1.583011583011582901e-01,5.791505791505791728e-02,2.084942084942084939e-01,4.633204633204632966e-02
4.864864864864865135e-01,1.891891891891891997e-01,6.563706563706563080e-02,1.081081081081081141e-01,6.177606177606177751e-02
7.258687258687258614e-01,6.949806949806949796e-02,6.177606177606177751e-02,7.722007722007721842e-02,3.861003861003861094e-03
4.517374517374517229e-01,1.274131274131274083e-01,1.003861003861003798e-01,1.351351351351351426e-01,1.351351351351351426e-01
2.509652509652509633e-01,1.814671814671814654e-01,1.196911196911196879e-01,1.003861003861003798e-01,3.474903474903475176e-01
3.629343629343629307e-01,1.428571428571428492e-01,4.247104247104246944e-02,1.583011583011582901e-01,1.891891891891891997e-01
5.289575289575290107e-01,2.393822393822393757e-01,1.544401544401544438e-02,2.007722007722007596e-01,1.158301158301158242e-02
6.177606177606177473e-01,1.042471042471042469e-01,5.791505791505791728e-02,1.930501930501930460e-02,1.081081081081081141e-01
2.509652509652509633e-01,2.432432432432432567e-01,1.235521235521235550e-01,2.779922779922779918e-01,7.722007722007722189e-03
4.478764478764478696e-01,1.583011583011582901e-01,1.660231660231660245e-01,7.335907335907336513e-02,9.652509652509652649e-02
