3.667953667953667840e-01,8.108108108108108558e-02,1.003861003861003798e-01,1.235521235521235550e-01,2.277992277992277881e-01
6.833976833976833642e-01,9.266409266409265932e-02,5.019305019305018989e-02,7.722007722007721842e-02,2.702702702702702853e-02
3.822393822393822527e-01,8.494208494208493887e-02,2.509652509652509633e-01,1.003861003861003798e-01,8.880308880308880604e-02
3.938223938223938125e-01,1.853281853281853186e-01,4.247104247104246944e-02,1.891891891891891997e-01,3.861003861003860921e-02
7.644787644787645053e-01,2.702702702702702853e-02,2.316602316602316483e-02,1.081081081081081141e-01,2.316602316602316483e-02
5.945945945945946276e-01,1.235521235521235550e-01,7.722007722007721842e-02,9.652509652509652649e-02,4.633204633204632966e-02
6.756756756756756577e-01,4.633204633204632966e-02,9.652509652509652649e-02,7.722007722007722189e-03,8.880308880308880604e-02
5.019305019305019266e-01,8.494208494208493887e-02,7.722007722007721842e-02,7.335907335907336513e-02,1.235521235521235550e-01
6.833976833976833642e-01,3.861003861003860921e-02,2.702702702702702853e-02,3.861003861003860921e-02,2.702702702702702853e-02
7.606177606177606521e-01,3.861003861003860921e-02,6.177606177606177751e-02,6.563706563706563080e-02,3.474903474903474898e-02
5.444015444015444238e-01,7.335907335907336513e-02,7.335907335907336513e-02,1.158301158301158346e-01,1.042471042471042469e-01
5.482625482625482771e-01,9.652509652509652649e-02,1.274131274131274083e-01,1.081081081081081141e-01,8.494208494208493887e-02
4.440154440154440163e-01,8.108108108108108558e-02,2.625482625482625232e-01,7.335907335907336513e-02,8.494208494208493887e-02
4.787644787644787514e-01,1.544401544401544368e-01,1.042471042471042469e-01,7.335907335907336513e-02,1.003861003861003798e-01
5.019305019305019266e-01,1.544401544401544368e-01,5.019305019305018989e-02,8.880308880308880604e-02,4.247104247104246944e-02
5.366795366795367173e-01,1.081081081081081141e-01,8.108108108108108558e-02,4.633204633204632966e-02,9.266409266409265932e-02
5.984555984555984809e-01,8.108108108108108558e-02,1.235521235521235550e-01,5.019305019305018989e-02,7.722007722007721842e-02
5.212355212355211931e-01,1.776061776061776121e-01,6.177606177606177751e-02,1.235521235521235550e-01,1.544401544401544438e-02
7.297297297297297147e-01,2.316602316602316483e-02,6.177606177606177751e-02,7.722007722007721842e-02,4.247104247104246944e-02
4.710424710424710448e-01,9.266409266409265932e-02,2.316602316602316691e-01,6.949806949806949796e-02,1.042471042471042469e-01
3.822393822393822527e-01,1.389961389961389959e-01,6.949806949806949796e-02,2.779922779922779918e-01,7.722007722007721842e-02
4.169884169884169878e-01,8.494208494208493887e-02,1.660231660231660245e-01,8.494208494208493887e-02,9.652509652509652649e-02
4.594594594594594850e-01,1.196911196911196879e-01,1.274131274131274083e-01,9.266409266409265932e-02,9.652509652509652649e-02
8.610038610038609486e-01,3.088803088803088875e-02,5.019305019305018989e-02,7.722007722007722189e-03,1.930501930501930460e-02
7.567567567567567988e-01,8.494208494208493887e-02,7.722007722007722189e-03,4.247104247104246944e-02,7.722007722007722189e-03
6.525096525096525379e-01,1.158301158301158242e-02,1.235521235521235550e-01,3.474903474903474898e-02,1.003861003861003798e-01
6.177606177606177473e-01,2.084942084942084939e-01,5.405405405405405705e-02,3.474903474903474898e-02,7.722007722007721842e-02
5.675675675675675436e-01,7.335907335907336513e-02,1.312741312741312616e-01,8.108108108108108558e-02,5.405405405405405705e-02
4.208494208494208411e-01,2.393822393822393757e-01,3.861003861003860921e-02,2.509652509652509633e-01,1.544401544401544438e-02
4.169884169884169878e-01,1.003861003861003798e-01,2.548262548262548166e-01,5.019305019305018989e-02,9.652509652509652649e-02
6.138996138996138940e-01,2.316602316602316483e-02,1.042471042471042469e-01,5.405405405405405705e-02,1.467181467181467303e-01
4.826254826254826047e-01,2.586872586872586699e-01,6.177606177606177751e-02,8.494208494208493887e-02,4.633204633204632966e-02
6.833976833976833642e-01,1.081081081081081141e-01,2.702702702702702853e-02,1.158301158301158346e-01,3.088803088803088875e-02
3.436293436293436088e-01,2.586872586872586699e-01,1.158301158301158242e-02,2.316602316602316691e-01,2.316602316602316483e-02
5.559845559845559837e-01,1.274131274131274083e-01,1.583011583011582901e-01,9.266409266409265932e-02,5.405405405405405705e-02
4.749034749034748981e-01,2.084942084942084939e-01,6.177606177606177751e-02,1.196911196911196879e-01,5.019305019305018989e-02
4.015444015444015191e-01,1.119691119691119674e-01,2.123552123552123472e-01,6.949806949806949796e-02,7.722007722007721842e-02
5.637065637065636903e-01,5.791505791505791728e-02,1.776061776061776121e-01,5.405405405405405705e-02,1.119691119691119674e-01
6.100386100386100408e-01,5.019305019305018989e-02,1.351351351351351426e-01,6.177606177606177751e-02,9.266409266409265932e-02
5.830115830115829567e-01,1.312741312741312616e-01,1.196911196911196879e-01,1.930501930501930460e-02,9.266409266409265932e-02
5.907335907335907743e-01,2.316602316602316483e-02,2.007722007722007596e-01,1.081081081081081141e-01,6.949806949806949796e-02
5.096525096525096332e-01,9.266409266409265932e-02,1.544401544401544368e-01,9.266409266409265932e-02,1.235521235521235550e-01
4.749034749034748981e-01,1.274131274131274083e-01,5.405405405405405705e-02,1.698841698841698777e-01,1.351351351351351426e-01
6.756756756756756577e-01,5.791505791505791728e-02,7.335907335907336513e-02,9.266409266409265932e-02,6.177606177606177751e-02
6.216216216216216006e-01,8.108108108108108558e-02,2.277992277992277881e-01,3.474903474903474898e-02,2.702702702702702853e-02
5.598455598455598370e-01,1.891891891891891997e-01,7.335907335907336513e-02,7.722007722007721842e-02,1.930501930501930460e-02
6.254826254826254539e-01,1.389961389961389959e-01,8.494208494208493887e-02,8.494208494208493887e-02,4.247104247104246944e-02
